"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","NPS_LANDED_WEIGHT_MTONS","NPS_LANDED_WEIGHT_PPP","NPS_EXVESSEL_REVENUE","NPS_CONFIDENTIAL_FLAG","SPS_LANDED_WEIGHT_MTONS","SPS_LANDED_WEIGHT_PPP","SPS_EXVESSEL_REVENUE","SPS_CONFIDENTIAL_FLAG","CWA_LANDED_WEIGHT_MTONS","CWA_LANDED_WEIGHT_PPP","CWA_EXVESSEL_REVENUE","CWA_CONFIDENTIAL_FLAG","CLW_LANDED_WEIGHT_MTONS","CLW_LANDED_WEIGHT_PPP","CLW_EXVESSEL_REVENUE","CLW_CONFIDENTIAL_FLAG","WA5_LANDED_WEIGHT_MTONS","WA5_LANDED_WEIGHT_PPP","WA5_EXVESSEL_REVENUE","WA5_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2013","W","GRND","ROCK","NOM. SHORTSPINE THORNYHEAD","SSP1",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","W","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",30.5,.73,48735,"",,,,"",4.7,.54,5589,"",44.8,.53,52017,"",,,,"",80,,106341,""
"2013","W","GRND","ROCK","UNSP. ROCKFISH","URCK",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","W","GRND","ROCK","WIDOW ROCKFISH","WDOW",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","GRND","ROCK","NOM. YELLOWEYE ROCKFISH","YEY1",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",.2,.77,361,"",,,,"",,,,"*",,,,"*",,,,"",.2,,361,"*"
"2013","W","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",5.4,.53,6364,"",,,,"",.2,.52,263,"",,,,"",,,,"",5.6,,6627,""
"2013","W","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",426.7,.5,473571,"",,,,"",69.3,.45,68758,"",,,,"*",,,,"*",496,,542329,"*"
"2013","W","GRND","ROND","LINGCOD","LCOD",98.6,.79,171323,"",,,,"",7.2,.89,14291,"",53.9,.75,88750,"",,,,"*",159.7,,274364,"*"
"2013","W","GRND","ROND","PACIFIC COD","PCOD",230.4,.5,255912,"",,,,"",1.5,.43,1428,"",,,,"*",,,,"*",231.9,,257340,"*"
"2013","W","GRND","ROND","WALLEYE POLLOCK","PLCK",,,,"*",,,,"",,,,"",,,,"",,,,"*",0,,0,"*"
"2013","W","GRND","ROND","PACIFIC WHITING","PWHT",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","GRND","ROND","SABLEFISH","SABL",275.8,3.97,2416142,"",,,,"",167,2.99,1100193,"",193.7,2.92,1247925,"",,,,"",636.5,,4764260,""
"2013","W","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2013","W","HMSP","TUNA","ALBACORE","ALBC",306.4,1.4,948027,"",,,,"*",5234.5,1.28,14791660,"",2411.6,1.68,8911689,"",,,,"*",7952.5,,24651376,"*"
"2013","W","OTHR","....","EULACHON","EULC",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2013","W","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","OTHR","....","MISC. FISH","MSC2",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","W","OTHR","....","UNSP. OCTOPUS","OCTP",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","OTHR","....","PACIFIC HALIBUT","PHLB",145.8,5.68,1824211,"",1.9,4.24,18017,"",34.5,4.36,332032,"",10.5,5.21,120465,"",,,,"",192.7,,2294725,""
"2013","W","OTHR","....","UNSP. SCULPIN","SCLP",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","OTHR","....","UNSP. SHAD","SHAD",,,,"*",,,,"",,,,"*",1.3,.21,602,"",,,,"",1.3,,602,"*"
"2013","W","OTHR","....","UNSP. SMELT","SMLT",2.6,.99,5546,"",35.9,.5,39365,"",,,,"",,,,"*",,,,"",38.5,,44911,"*"
"2013","W","OTHR","....","UNSP. SQUID","SQID",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","OTHR","....","UNSP. HAGFISH","UHAG",400.3,.82,720373,"",,,,"",654,1.07,1541907,"",,,,"*",,,,"",1054.3,,2262280,"*"
"2013","W","OTHR","....","UNSP. SHARK","USRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","OTHR","ECHN","OTHER SEA URCHINS","OURC",109.1,1.03,248869,"",.3,1.02,605,"",,,,"",,,,"",,,,"",109.4,,249474,""
"2013","W","OTHR","ECHN","RED SEA URCHIN","RURC",35.1,.62,47638,"",,,,"*",,,,"",,,,"",,,,"",35.1,,47638,"*"
"2013","W","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",197.2,3.63,1579336,"",104.5,3.84,884121,"",,,,"*",,,,"",,,,"",301.7,,2463457,"*"
"2013","W","OTHR","STRG","GREEN STURGEON","GSTG",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","OTHR","STRG","UNSP. STURGEON","USTG",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","W","OTHR","STRG","WHITE STURGEON","WSTG",,,,"*",,,,"*",13,3.14,90176,"",28.9,3.32,211456,"",,,,"",41.9,,301632,"*"
"2013","W","SAMN","....","CHINOOK SALMON","CHNK",713.9,2.88,4539542,"",813.6,2.58,4635649,"",524.3,3.36,3885588,"",731.8,2.26,3647692,"",1.5,2.05,6663,"",2785.1,,16715134,""
"2013","W","SAMN","....","CHUM SALMON","CHUM",2208.1,.63,3059249,"",4541.6,.56,5600592,"",84.5,.37,68569,"",46,.58,59216,"",,,,"*",6880.2,,8787626,"*"
"2013","W","SAMN","....","COHO SALMON","COHO",581.8,1.85,2378402,"",508.7,1.89,2117785,"",332.9,1.87,1370671,"",41,1.86,167734,"",2.6,1.89,10943,"",1467,,6045535,""
"2013","W","SAMN","....","PINK SALMON","PINK",7503.2,.4,6581479,"",3177.9,.39,2752813,"",.4,.53,440,"",330.1,.4,290723,"",,,,"*",11011.6,,9625455,"*"
"2013","W","SAMN","....","SOCKEYE SALMON","SOCK",77.6,1.01,172257,"",21.3,.44,20718,"",.7,4.83,7497,"",2.5,2.85,15850,"",,,,"*",102.1,,216322,"*"
"2013","W","SAMN","....","STEELHEAD","STLH",27.1,2.06,122921,"",28.9,2.02,128648,"",78.9,2.64,459885,"",14.4,1.22,38807,"",,,,"*",149.3,,750261,"*"
"2013","W","SHLL","CLAM","BUTTER CLAM","BCLM",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","SHLL","CLAM","BASKET COCKLE","CKLE",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","SHLL","CLAM","GEODUCK","GDUK",356.6,11.05,8688232,"",1676.6,10.6,39180405,"",,,,"*",,,,"",,,,"",2033.2,,47868637,"*"
"2013","W","SHLL","CLAM","HORSE CLAMS","HCLM",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","W","SHLL","CLAM","NATIVE LITTLENECK","LCLM",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","SHLL","CLAM","MANILA CLAM","MCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","SHLL","CLAM","RAZOR CLAM","RCLM",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2013","W","SHLL","OYST","PACIFIC OYSTER","PSTR",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2013","W","SRMP","....","UNSP. BAIT SHRIMP","BSRM",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2013","W","SRMP","....","OTHER SHRIMP","OSRM",47.2,1.5,155652,"",,,,"",,,,"",,,,"",,,,"",47.2,,155652,""
"2013","W","SRMP","....","PACIFIC PINK SHRIMP","PSHP",22.9,.47,23685,"",,,,"",5689.4,.42,5284355,"",,,,"*",,,,"",5712.3,,5308040,"*"
"2013","W","SRMP","....","SPOTTED PRAWN","SPRW",142.7,7.59,2387567,"",9,4.95,97674,"",19.4,2.38,101590,"",,,,"",,,,"",171.1,,2586831,""
"2013","W","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",425.1,,831706,"",471.6,,2099679,"",47411.7,,13819113,"",11976.6,,4189160,"",34.4,,82778,"",60319.4,,21022436,""
"2014","W","CPEL","....","PACIFIC HERRING","PHRG",108.2,.3,72501,"",97.7,.51,110585,"",,,,"*",,,,"*",,,,"",205.9,,183086,"*"
"2014","W","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","CPEL","WETF","JACK MACKEREL","JMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","CRAB","....","DUNGENESS CRAB","DCRB",3486.5,4.06,31241775,"",482,4.47,4751423,"",3531,4.3,33468817,"",1297.8,3.83,10949814,"",12.8,3.44,97217,"",8810.1,,80509046,""
"2014","W","CRAB","TCRB","UNSP. TANNER CRAB","UTCR",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",,,,"*",,,,"",,,,"*",18.1,.1,3820,"",,,,"",18.1,,3820,"*"
"2014","W","GRND","FLAT","BUTTER SOLE","BSOL",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","FLAT","DOVER SOLE","DOVR",110,.43,103124,"",,,,"",,,,"*",129.1,.44,125971,"",,,,"",239.1,,229095,"*"
"2014","W","GRND","FLAT","ENGLISH SOLE","EGLS",61.8,.35,47683,"",,,,"",,,,"*",,,,"*",,,,"",61.8,,47683,"*"
"2014","W","GRND","FLAT","PETRALE SOLE","PTRL",189.5,1.02,426730,"",,,,"",,,,"*",82.5,1.23,223281,"",,,,"",272,,650011,"*"
"2014","W","GRND","FLAT","REX SOLE","REX",26.4,.35,20095,"",,,,"",,,,"*",,,,"*",,,,"",26.4,,20095,"*"
"2014","W","GRND","FLAT","ROCK SOLE","RSOL",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","FLAT","SAND SOLE","SSOL",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","FLAT","STARRY FLOUNDER","STRY",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","FLAT","UNSP. SANDDABS","UDAB",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","FLAT","UNSP. FLATFISH","UFLT",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","MGRN","SPINY DOGFISH","DSRK",99.5,.3,64805,"",,,,"",,,,"*",,,,"*",,,,"",99.5,,64805,"*"
"2014","W","GRND","MGRN","LONGNOSE SKATE","LSKT",23.5,.37,19155,"",,,,"",,,,"*",,,,"*",,,,"",23.5,,19155,"*"
"2014","W","GRND","MGRN","SPOTTED RATFISH","RATF",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","MGRN","SOUPFIN SHARK","SSRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","MGRN","UNSP. SKATE","USKT",75.4,.39,64573,"",,,,"",,,,"*",,,,"*",,,,"",75.4,,64573,"*"
"2014","W","GRND","ROCK","AURORA ROCKFISH","ARRA",,,,"*",,,,"",,,,"*",.6,.45,640,"",,,,"",.6,,640,"*"
"2014","W","GRND","ROCK","BANK ROCKFISH","BANK",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","BOCACCIO","BCAC",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",.3,.54,367,"",,,,"*",.1,.54,142,"",.5,.47,473,"",,,,"",.9,,982,"*"
"2014","W","GRND","ROCK","NOM. BLACK ROCKFISH","BLK1",,,,"*",,,,"",,,,"*",,,,"",,,,"*",0,,0,"*"
"2014","W","GRND","ROCK","BLACKSPOTTED ROCKFISH","BSPR",.3,.62,453,"",,,,"*",0,.56,19,"",0,.51,37,"",,,,"",.3,,509,"*"
"2014","W","GRND","ROCK","NOM. CANARY ROCKFISH","CNR1",.4,.54,522,"",,,,"",,,,"*",,,,"",,,,"",.4,,522,"*"
"2014","W","GRND","ROCK","CANARY ROCKFISH","CNRY",.7,.49,704,"",,,,"",6.3,.46,6361,"",,,,"*",,,,"",7,,7065,"*"
"2014","W","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",.9,.54,1121,"",,,,"",,,,"*",,,,"*",,,,"",.9,,1121,"*"
"2014","W","GRND","ROCK","GREENSPOTTED ROCKFISH","GSPT",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",0,.55,45,"",,,,"",.2,.5,167,"",,,,"*",,,,"",.2,,212,"*"
"2014","W","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",1,.56,1289,"",,,,"",,,,"*",,,,"*",,,,"",1,,1289,"*"
"2014","W","GRND","ROCK","NOR. UNSP. SHELF ROCKFISH","NUSF",4.7,.41,4320,"",,,,"*",,,,"*",,,,"",,,,"*",4.7,,4320,"*"
"2014","W","GRND","ROCK","NOR. UNSP. SLOPE ROCKFISH","NUSP",.4,.59,542,"",,,,"",,,,"*",,,,"",,,,"",.4,,542,"*"
"2014","W","GRND","ROCK","NOR. UNSP. NEAR-SHORE ROCKFISH","NUSR",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","PACIFIC OCEAN PERCH","POP",1.1,.5,1247,"",,,,"",3.3,.49,3569,"",,,,"*",,,,"",4.4,,4816,"*"
"2014","W","GRND","ROCK","QUILLBACK ROCKFISH","QLBK",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","NOM. ROUGHEYE + BLACKSPOTTED","RBR1",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","REDBANDED ROCKFISH","RDBD",11.2,.71,17473,"",,,,"*",2,.68,2961,"",2.1,.44,2074,"",,,,"",15.3,,22508,"*"
"2014","W","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",16.6,.74,26977,"",,,,"*",6.1,.63,8486,"",14.6,.46,14970,"",,,,"",37.3,,50433,"*"
"2014","W","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",.1,.53,121,"",,,,"",.5,.36,391,"",,,,"*",,,,"",.6,,512,"*"
"2014","W","GRND","ROCK","NOM. SHORTBELLY ROCKFISH","SBL1",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",.1,.59,117,"",,,,"",0,.6,36,"",.2,.44,230,"",,,,"",.3,,383,""
"2014","W","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",.5,.51,508,"",,,,"",.3,.51,287,"",,,,"*",,,,"",.8,,795,"*"
"2014","W","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",3.3,.63,4634,"",,,,"*",1,.55,1254,"",9.2,.44,8984,"",,,,"",13.5,,14872,"*"
"2014","W","GRND","ROCK","NOM. SHORTSPINE THORNYHEAD","SSP1",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",27.2,.74,44665,"",,,,"",4.5,.56,5576,"",36.5,.95,76723,"",,,,"",68.2,,126964,""
"2014","W","GRND","ROCK","STRIPETAIL ROCKFISH","STRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","UNSP. ROCKFISH","URCK",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","WIDOW ROCKFISH","WDOW",12.8,.45,12612,"",,,,"",,,,"*",,,,"*",,,,"",12.8,,12612,"*"
"2014","W","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","NOM. YELLOWEYE ROCKFISH","YEY1",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",.4,.94,796,"",,,,"",.4,.77,635,"",,,,"*",,,,"",.8,,1431,"*"
"2014","W","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",10.5,.51,11754,"",,,,"*",.6,.49,636,"",,,,"",,,,"",11.1,,12390,"*"
"2014","W","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",182,.49,195926,"",,,,"",95.5,.48,101740,"",,,,"*",,,,"",277.5,,297666,"*"
"2014","W","GRND","ROND","LINGCOD","LCOD",49.3,.94,102214,"",,,,"*",14.9,1.5,49186,"",14.5,.76,24233,"",,,,"*",78.7,,175633,"*"
"2014","W","GRND","ROND","PACIFIC COD","PCOD",270.2,.43,255683,"",,,,"",2.5,.49,2672,"",4.7,.59,6176,"",,,,"",277.4,,264531,""
"2014","W","GRND","ROND","WALLEYE POLLOCK","PLCK",1.6,.17,599,"",,,,"",,,,"*",,,,"*",,,,"",1.6,,599,"*"
"2014","W","GRND","ROND","PACIFIC WHITING","PWHT",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","GRND","ROND","SABLEFISH","SABL",287.2,4.74,2999768,"",,,,"*",158.6,4.47,1561856,"",278.5,3.95,2426054,"",,,,"",724.3,,6987678,"*"
"2014","W","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","HMSP","TUNA","ALBACORE","ALBC",430.8,1.09,1038660,"",18.8,1.34,55597,"",5509.7,1.15,13934726,"",2245.2,1.24,6148464,"",,,,"",8204.5,,21177447,""
"2014","W","HMSP","TUNA","BLUEFIN TUNA","BTNA",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","OTHR","....","EULACHON","EULC",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2014","W","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"*",,,,"",,,,"*",.9,.19,391,"",,,,"",.9,,391,"*"
"2014","W","OTHR","....","UNSP. OCTOPUS","OCTP",.7,.7,1101,"",,,,"*",,,,"*",,,,"*",,,,"",.7,,1101,"*"
"2014","W","OTHR","....","PACIFIC HALIBUT","PHLB",150.2,6.15,2037548,"",1,5.36,11380,"",26.2,5.05,290994,"",14,6.18,191380,"",,,,"",191.4,,2531302,""
"2014","W","OTHR","....","UNSP. SCULPIN","SCLP",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","OTHR","....","UNSP. SHAD","SHAD",,,,"",,,,"",,,,"*",3.5,.06,437,"",,,,"",3.5,,437,"*"
"2014","W","OTHR","....","UNSP. SMELT","SMLT",1.5,.66,2221,"",24.6,.56,30457,"",,,,"*",,,,"*",,,,"",26.1,,32678,"*"
"2014","W","OTHR","....","UNSP. SQUID","SQID",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","OTHR","....","UNSP. HAGFISH","UHAG",177.1,1,390611,"",,,,"",455.4,1.09,1090158,"",,,,"",,,,"",632.5,,1480769,""
"2014","W","OTHR","....","UNSP. SHARK","USRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","OTHR","ECHN","OTHER SEA URCHINS","OURC",68.8,1.18,178782,"",4.5,1.33,13239,"",,,,"",,,,"",,,,"",73.3,,192021,""
"2014","W","OTHR","ECHN","RED SEA URCHIN","RURC",37.3,.66,54198,"",56.4,.9,111510,"",,,,"",,,,"*",,,,"",93.7,,165708,"*"
"2014","W","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",289.1,3.83,2441013,"",16.7,4.3,158416,"",,,,"",,,,"",,,,"*",305.8,,2599429,"*"
"2014","W","OTHR","STRG","UNSP. STURGEON","USTG",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","OTHR","STRG","WHITE STURGEON","WSTG",.2,.03,14,"",,,,"*",,,,"*",15.8,3.39,118129,"",,,,"",16,,118143,"*"
"2014","W","SAMN","....","CHINOOK SALMON","CHNK",896.3,2.66,5257201,"",639.3,2.45,3449373,"",615.6,2.42,3285609,"",1096.4,2,4824240,"",,,,"*",3247.6,,16816423,"*"
"2014","W","SAMN","....","CHUM SALMON","CHUM",1567.5,.82,2824129,"",3511.1,.8,6202283,"",86.7,.68,129567,"",74.8,.78,129389,"",,,,"",5240.1,,9285368,""
"2014","W","SAMN","....","COHO SALMON","COHO",435.5,1.37,1317140,"",416,1.32,1208730,"",993.4,1.21,2650131,"",290.4,1.14,732286,"",,,,"*",2135.3,,5908287,"*"
"2014","W","SAMN","....","PINK SALMON","PINK",2.5,1.02,5531,"",.1,.27,45,"",,,,"*",0,.84,27,"",,,,"*",2.6,,5603,"*"
"2014","W","SAMN","....","SOCKEYE SALMON","SOCK",1548.8,1.49,5094111,"",379,1.42,1185993,"",4.6,1.69,17213,"",16.1,1.58,55796,"",,,,"*",1948.5,,6353113,"*"
"2014","W","SAMN","....","STEELHEAD","STLH",41.3,2.14,194971,"",37.9,1.78,148385,"",61.2,2.68,361747,"",33.3,1.03,75438,"",,,,"*",173.7,,780541,"*"
"2014","W","SHLL","CLAM","BUTTER CLAM","BCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","SHLL","CLAM","BASKET COCKLE","CKLE",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","SHLL","CLAM","GEODUCK","GDUK",338.2,10.75,8017927,"",1845,9.82,39951391,"",,,,"*",,,,"",,,,"",2183.2,,47969318,"*"
"2014","W","SHLL","CLAM","HORSE CLAMS","HCLM",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","SHLL","CLAM","NATIVE LITTLENECK","LCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","SHLL","CLAM","MANILA CLAM","MCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","SHLL","CLAM","RAZOR CLAM","RCLM",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2014","W","SHLL","CLAM","UNSP. CLAM","UCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","SHLL","OYST","PACIFIC OYSTER","PSTR",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2014","W","SRMP","....","UNSP. BAIT SHRIMP","BSRM",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2014","W","SRMP","....","OTHER SHRIMP","OSRM",51.9,1.75,200939,"",,,,"*",,,,"",,,,"",,,,"",51.9,,200939,"*"
"2014","W","SRMP","....","PACIFIC PINK SHRIMP","PSHP",534.8,.7,823653,"",,,,"",12865.9,.53,14932666,"",,,,"*",,,,"",13400.7,,15756319,"*"
"2014","W","SRMP","....","SPOTTED PRAWN","SPRW",146.6,8.16,2637369,"",21.5,5.68,268676,"",3.2,5.89,40916,"",,,,"",,,,"*",171.3,,2946961,"*"
"2014","W","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",256.8,,950546,"",350.1,,1894518,"",24518.3,,8064487,"",7914.3,,3341218,"",3.8,,22258,"",33043.3,,14273027,""
"2015","W","CPEL","....","PACIFIC HERRING","PHRG",,,,"*",187.7,.44,182741,"",,,,"*",,,,"*",,,,"",187.7,,182741,"*"
"2015","W","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","CPEL","WETF","JACK MACKEREL","JMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2015","W","CRAB","....","DUNGENESS CRAB","DCRB",3725.8,4.64,38100740,"",547.7,5,6038451,"",2277.9,5.01,25142721,"",275.5,5.31,3223069,"",32.3,4.41,313306,"",6859.2,,72818287,""
"2015","W","CRAB","TCRB","UNSP. TANNER CRAB","UTCR",8,2.26,40036,"",,,,"",,,,"",,,,"",,,,"",8,,40036,""
"2015","W","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",,,,"*",,,,"",,,,"*",4.3,.1,922,"",,,,"",4.3,,922,"*"
"2015","W","GRND","FLAT","DOVER SOLE","DOVR",256.7,.44,247959,"",,,,"",,,,"*",3.2,.44,3120,"",,,,"",259.9,,251079,"*"
"2015","W","GRND","FLAT","ENGLISH SOLE","EGLS",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","FLAT","PETRALE SOLE","PTRL",266.8,1.14,668010,"",,,,"*",1.7,.53,1951,"",7,1.05,16249,"",,,,"",275.5,,686210,"*"
"2015","W","GRND","FLAT","REX SOLE","REX",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
